,result
2014,11.0
2015,-14.0
2016,-5.0
2017,27.0
2018,4.0
2019,3.0
2020,27.0
2021,18.0
2022,4.0
2023,-12.0
2024,5.0
2025,-2.0
2026,12.0
2027,29.0
2028,14.0
2029,11.0
2030,-13.0
2031,6.0
2032,15.0
2033,-12.0
2034,5.0
2035,16.0
2036,-22.0
2037,14.0
2038,-7.0
2039,9.0
2040,-16.0
2041,-37.0
2042,14.0
2043,15.0
2044,-13.0
2045,25.0
2046,-16.0
2047,1.0
2048,4.0
2049,7.0
2050,3.0
2051,-23.0
2052,-9.0
2053,4.0
2054,23.0
2055,12.0
2056,6.0
2057,12.0
2058,-11.0
2059,1.0
2060,4.0
2061,12.0
2062,8.0
2063,18.0
2064,-7.0
2065,2.0
2066,-5.0
2067,-19.0
2068,-8.0
2069,-19.0
2070,9.0
2071,-8.0
2072,29.0
2073,12.0
2074,6.0
2075,16.0
2076,2.0
2077,1.0
2078,-9.0
2079,5.0
2080,21.0
2081,3.0
2082,11.0
2083,-6.0
2084,-6.0
2085,-2.0
2086,-27.0
2087,-32.0
2088,-12.0
2089,13.0
2090,28.0
2091,-1.0
2092,14.0
2093,-10.0
2094,-6.0
2095,8.0
2096,39.0
2097,22.0
2098,2.0
2099,22.0
2100,10.0
2101,9.0
2102,8.0
2103,20.0
2104,7.0
2105,23.0
2106,5.0
2107,-9.0
2108,-21.0
2109,-2.0
2110,4.0
2111,14.0
2112,7.0
2113,21.0
2114,24.0
2115,-36.0
2116,-36.0
2117,-4.0
2118,1.0
2119,32.0
2120,-11.0
2121,-20.0
2122,16.0
2123,32.0
2124,-16.0
2125,-3.0
2126,6.0
2127,-14.0
2128,5.0
2129,-4.0
2130,5.0
2131,-7.0
2132,13.0
2133,-15.0
2134,9.0
2135,-12.0
2136,-14.0
2137,11.0
2138,4.0
2139,3.0
2140,-10.0
2141,-10.0
2142,-12.0
2143,-25.0
2144,-3.0
2145,-2.0
2146,-7.0
2147,13.0
2148,-26.0
2149,11.0
2150,-17.0
2151,1.0
2152,-4.0
2153,-57.0
2154,1.0
2155,4.0
2156,-6.0
2157,22.0
2158,3.0
2159,-29.0
2160,-19.0
2161,17.0
2162,-10.0
2163,21.0
2164,-4.0
2165,-10.0
2166,-17.0
2167,7.0
2168,12.0
2169,-14.0
2170,10.0
2171,-5.0
2172,44.0
2173,9.0
2174,9.0
2175,19.0
2176,5.0
2177,-21.0
2178,2.0
2179,8.0
2180,-49.0
2181,-4.0
2182,-10.0
2183,-21.0
2184,-13.0
2185,-7.0
2186,-30.0
2187,14.0
2188,-11.0
2189,31.0
2190,-3.0
2191,-8.0
2192,16.0
2193,-8.0
2194,1.0
2195,17.0
2196,24.0
2197,7.0
2198,21.0
2199,9.0
2200,-7.0
2201,9.0
2202,7.0
2203,-19.0
2204,4.0
2205,17.0
2206,38.0
2207,6.0
2208,-2.0
2209,5.0
2210,15.0
2211,-5.0
2212,13.0
2213,15.0
2214,5.0
2215,6.0
2216,-5.0
2217,-20.0
2218,-2.0
2219,21.0
2220,13.0
2221,-35.0
2222,7.0
2223,15.0
2224,17.0
2225,5.0
2226,16.0
2227,6.0
2228,-3.0
2229,11.0
2230,4.0
2231,10.0
2232,-23.0
2233,10.0
2234,-20.0
2235,12.0
2236,-1.0
2237,3.0
2238,16.0
2239,12.0
2240,-5.0
2241,-1.0
2242,-14.0
2243,4.0
2244,-6.0
2245,-11.0
2246,-15.0
2247,22.0
2248,12.0
2249,-1.0
2250,2.0
2251,-14.0
2252,12.0
2253,10.0
2254,2.0
2255,8.0
2256,-4.0
2257,6.0
2258,-14.0
2259,19.0
2260,12.0
2261,21.0
2262,10.0
2263,5.0
2264,-13.0
2265,-26.0
2266,8.0
2267,6.0
2268,3.0
2269,2.0
2270,15.0
2271,11.0
2272,-11.0
2273,-29.0
2274,8.0
2275,-1.0
2276,-8.0
2277,-11.0
2278,-18.0
2279,-8.0
2280,8.0
2281,-25.0
2282,-13.0
2283,6.0
2284,5.0
2285,-2.0
2286,-9.0
2287,-10.0
2288,-8.0
2289,-38.0
2290,-1.0
2291,17.0
2292,-12.0
2293,-30.0
2294,-11.0
2295,-5.0
2296,-8.0
2297,10.0
2298,20.0
2299,-1.0
2300,15.0
2301,-18.0
2302,-23.0
2303,11.0
2304,7.0
2305,-4.0
2306,9.0
2307,6.0
2308,-4.0
2309,-18.0
2310,-7.0
2311,-37.0
2312,6.0
2313,-2.0
2314,-7.0
2315,4.0
2316,7.0
2317,-9.0
2318,-20.0
2319,-25.0
2320,-24.0
2321,16.0
2322,16.0
2323,28.0
2324,15.0
2325,-5.0
2326,9.0
2327,4.0
2328,12.0
2329,7.0
2330,-8.0
2331,2.0
2332,-3.0
2333,17.0
2334,-9.0
2335,6.0
2336,-27.0
2337,15.0
2338,19.0
2339,10.0
2340,-12.0
2341,4.0
2342,-15.0
2343,2.0
2344,28.0
2345,9.0
2346,-18.0
2347,-11.0
2348,10.0
2349,4.0
2350,-16.0
2351,16.0
2352,-10.0
2353,-9.0
2354,-12.0
2355,15.0
2356,1.0
2357,17.0
2358,2.0
2359,2.0
2360,8.0
2361,10.0
2362,-24.0
2363,-24.0
2364,-3.0
2365,8.0
2366,18.0
2367,30.0
2368,-16.0
2369,6.0
2370,-7.0
2371,10.0
2372,-22.0
2373,-44.0
2374,14.0
2375,9.0
2376,-6.0
2377,46.0
2378,48.0
2379,-1.0
2380,53.0
2381,16.0
2382,-13.0
2383,-17.0
2384,12.0
2385,-23.0
2386,7.0
2387,37.0
2388,-18.0
2389,-21.0
2390,29.0
2391,-20.0
2392,22.0
2393,7.0
2394,-5.0
2395,-5.0
2396,-7.0
2397,-23.0
2398,-5.0
2399,-5.0
2400,12.0
2401,-4.0
2402,1.0
2403,10.0
2404,14.0
2405,-15.0
2406,5.0
2407,-10.0
2408,9.0
2409,7.0
2410,-7.0
2411,8.0
2412,-6.0
2413,5.0
2414,-10.0
2415,14.0
2416,-10.0
2417,-21.0
2418,-17.0
2419,39.0
2420,14.0
2421,24.0
2422,-4.0
2423,-5.0
2424,24.0
2425,3.0
2426,14.0
2427,-6.0
2428,-22.0
2429,16.0
2430,9.0
2431,-17.0
2432,16.0
2433,10.0
2434,2.0
2435,-2.0
2436,-4.0
2437,-8.0
2438,5.0
2439,-7.0
2440,6.0
2441,-5.0
2442,-15.0
2443,3.0
2444,-16.0
2445,14.0
2446,-3.0
2447,4.0
2448,-13.0
2449,-8.0
2450,22.0
2451,5.0
2452,24.0
2453,2.0
2454,1.0
2455,-9.0
2456,-25.0
2457,-20.0
2458,-9.0
2459,-33.0
2460,30.0
2461,2.0
2462,-11.0
2463,18.0
2464,17.0
2465,-10.0
2466,-10.0
2467,-4.0
2468,-14.0
2469,-9.0
2470,-3.0
2471,-25.0
2472,18.0
2473,6.0
2474,27.0
2475,9.0
2476,-15.0
2477,3.0
2478,3.0
2479,10.0
2480,-18.0
2481,-18.0
2482,30.0
2483,-21.0
2484,-6.0
2485,-3.0
2486,-3.0
2487,6.0
2488,6.0
2489,-25.0
2490,20.0
2491,-3.0
2492,-24.0
2493,3.0
2494,3.0
2495,17.0
2496,-33.0
2497,-33.0
2498,-11.0
2499,19.0
2500,4.0
2501,4.0
2502,11.0
2503,-19.0
2504,-14.0
2505,23.0
2506,-9.0
2507,-9.0
2508,-10.0
2509,-5.0
2510,7.0
2511,7.0
2512,-8.0
2513,-47.0
2514,-47.0
2515,-11.0
2516,25.0
2517,25.0
2518,23.0
2519,10.0
2520,10.0
2521,8.0
2522,-5.0
2523,-5.0
2524,-1.0
2525,13.0
2526,13.0
2527,-8.0
2528,-51.0
2529,2.0
2530,2.0
2531,-7.0
2532,3.0
2533,3.0
2534,24.0
2535,20.0
2536,1.0
2537,1.0
2538,-1.0
2539,-1.0
2540,-16.0
2541,36.0
2542,-10.0
2543,-10.0
2544,-2.0
2545,-2.0
2546,-9.0
2547,-10.0
2548,-20.0
2549,-19.0
2550,5.0
2551,5.0
2552,-5.0
2553,-5.0
2554,2.0
2555,3.0
2556,3.0
2557,13.0
2558,39.0
2559,39.0
2560,-28.0
2561,-28.0
2562,23.0
2563,-13.0
2564,7.0
2565,14.0
2566,14.0
2567,6.0
2568,6.0
2569,6.0
2570,1.0
2571,-14.0
2572,-20.0
2573,-20.0
2574,-12.0
2575,10.0
2576,10.0
2577,-2.0
2578,-20.0
2579,4.0
2580,26.0
2581,-7.0
2582,-3.0
2583,-2.0
2584,-5.0
2585,16.0
2586,7.0
2587,11.0
2588,-14.0
2589,-1.0
2590,17.0
2591,-40.0
2592,-5.0
2593,24.0
2594,8.0
2595,7.0
2596,27.0
2597,-6.0
2598,-11.0
2599,-27.0
2600,8.0
2601,-3.0
2602,-13.0
2603,-13.0
2604,4.0
2605,12.0
2606,6.0
2607,9.0
2608,23.0
2609,1.0
2610,-4.0
2611,8.0
2612,11.0
2613,4.0
2614,-9.0
2615,-4.0
2616,-2.0
2617,7.0
2618,-7.0
2619,-14.0
2620,4.0
2621,25.0
2622,16.0
2623,-8.0
2624,15.0
2625,3.0
2626,21.0
2627,-12.0
2628,1.0
2629,16.0
2630,6.0
2631,-11.0
2632,-10.0
2633,5.0
2634,-10.0
2635,15.0
2636,23.0
2637,-31.0
2638,6.0
2639,12.0
2640,35.0
2641,-5.0
2642,18.0
2643,-27.0
2644,2.0
2645,23.0
2646,20.0
2647,-22.0
2648,5.0
2649,10.0
2650,-6.0
2651,15.0
2652,-4.0
2653,-11.0
2654,-13.0
2655,-26.0
2656,-1.0
2657,34.0
2658,-11.0
2659,27.0
2660,15.0
2661,5.0
2662,3.0
2663,12.0
2664,-1.0
2665,8.0
2666,-22.0
2667,33.0
2668,-30.0
2669,8.0
2670,26.0
2671,-6.0
2672,20.0
2673,15.0
2674,11.0
2675,7.0
2676,2.0
2677,10.0
2678,-10.0
2679,-1.0
2680,-10.0
2681,-5.0
2682,22.0
2683,4.0
2684,-24.0
2685,-3.0
2686,8.0
2687,-18.0
2688,-3.0
2689,-33.0
2690,-4.0
2691,9.0
2692,2.0
2693,3.0
2694,-14.0
2695,5.0
2696,-14.0
2697,26.0
2698,-31.0
2699,-10.0
2700,-6.0
2701,16.0
2702,-6.0
2703,5.0
2704,-11.0
2705,-11.0
2706,12.0
2707,5.0
2708,1.0
2709,-19.0
2710,10.0
2711,-49.0
2712,26.0
2713,-19.0
2714,-1.0
2715,-3.0
2716,16.0
2717,3.0
2718,3.0
2719,-15.0
2720,-30.0
2721,-17.0
2722,6.0
2723,11.0
2724,-3.0
2725,8.0
2726,-9.0
2727,-20.0
2728,9.0
2729,9.0
2730,9.0
2731,14.0
2732,37.0
2733,19.0
2734,28.0
2735,-2.0
2736,4.0
2737,-4.0
2738,15.0
2739,16.0
2740,8.0
2741,7.0
2742,10.0
2743,3.0
2744,-3.0
2745,25.0
2746,1.0
2747,-12.0
2748,9.0
2749,-8.0
2750,-7.0
2751,3.0
2752,27.0
2753,5.0
2754,19.0
2755,-20.0
2756,10.0
2757,-14.0
2758,32.0
2759,22.0
2760,-3.0
2761,5.0
2762,-16.0
2763,9.0
2764,7.0
2765,4.0
2766,8.0
2767,-4.0
2768,13.0
2769,2.0
2770,-2.0
2771,8.0
2772,-31.0
2773,-7.0
2774,4.0
2775,-17.0
2776,7.0
2777,12.0
2778,14.0
2779,13.0
2780,-18.0
2781,-5.0
2782,4.0
2783,-14.0
2784,-11.0
2785,-8.0
2786,18.0
2787,-8.0
2788,5.0
2789,2.0
2790,-6.0
2791,3.0
2792,-2.0
2793,9.0
2794,8.0
2795,-18.0
2796,13.0
2797,-31.0
2798,-11.0
2799,-8.0
2800,-11.0
2801,-4.0
2802,-8.0
2803,12.0
2804,11.0
2805,11.0
2806,31.0
2807,7.0
2808,-11.0
2809,13.0
2810,-4.0
2811,-12.0
2812,11.0
2813,-3.0
2814,5.0
2815,19.0
2816,17.0
2817,-14.0
2818,17.0
2819,9.0
2820,-12.0
2821,22.0
2822,-17.0
2823,18.0
2824,6.0
2825,-18.0
2826,-11.0
2827,13.0
2828,-19.0
2829,-6.0
2830,2.0
2831,14.0
2832,10.0
2833,19.0
2834,-11.0
2835,-7.0
2836,14.0
2837,-16.0
2838,6.0
2839,4.0
2840,-22.0
2841,1.0
2842,10.0
2843,16.0
2844,-7.0
2845,13.0
2846,38.0
2847,1.0
2848,1.0
2849,11.0
2850,2.0
2851,29.0
2852,-23.0
2853,14.0
2854,9.0
2855,-8.0
2856,25.0
2857,-4.0
2858,-15.0
2859,5.0
2860,5.0
2861,6.0
2862,-13.0
2863,7.0
2864,22.0
2865,-8.0
2866,-6.0
2867,9.0
2868,-3.0
2869,11.0
2870,5.0
2871,-26.0
2872,16.0
2873,11.0
2874,-25.0
2875,-5.0
2876,2.0
2877,2.0
2878,9.0
2879,6.0
2880,-1.0
2881,4.0
2882,-6.0
2883,-18.0
2884,-17.0
2885,27.0
2886,-3.0
2887,17.0
2888,-4.0
2889,-21.0
2890,-31.0
2891,-16.0
2892,-12.0
2893,21.0
2894,-7.0
2895,20.0
2896,-6.0
2897,-22.0
2898,-3.0
2899,-4.0
2900,17.0
2901,3.0
2902,22.0
2903,5.0
2904,-15.0
2905,4.0
2906,18.0
2907,-11.0
2908,12.0
2909,-4.0
2910,-8.0
2911,-8.0
2912,2.0
2913,8.0
2914,28.0
2915,-9.0
2916,-30.0
2917,-1.0
2918,-31.0
2919,-14.0
2920,11.0
2921,-9.0
2922,13.0
2923,3.0
2924,5.0
2925,-1.0
2926,12.0
2927,-14.0
2928,1.0
2929,-1.0
2930,-17.0
2931,-6.0
2932,27.0
2933,3.0
2934,-16.0
2935,21.0
2936,-2.0
2937,5.0
2938,-26.0
2939,-24.0
2940,-22.0
2941,10.0
2942,19.0
2943,3.0
2944,15.0
2945,-4.0
2946,21.0
2947,-10.0
2948,15.0
2949,-14.0
2950,-4.0
2951,-27.0
2952,1.0
2953,-7.0
2954,4.0
2955,18.0
2956,-5.0
2957,12.0
2958,12.0
2959,9.0
2960,19.0
2961,14.0
2962,15.0
2963,15.0
2964,9.0
2965,13.0
2966,-7.0
2967,-4.0
2968,-16.0
2969,22.0
2970,-3.0
2971,-5.0
2972,8.0
2973,38.0
2974,-3.0
2975,20.0
2976,14.0
2977,3.0
2978,-4.0
2979,4.0
2980,10.0
2981,19.0
2982,-11.0
2983,-25.0
2984,-8.0
2985,-13.0
2986,-1.0
2987,2.0
2988,12.0
2989,12.0
2990,20.0
2991,-18.0
2992,-5.0
2993,-4.0
2994,14.0
2995,9.0
2996,-7.0
2997,11.0
2998,-15.0
2999,12.0
3000,-12.0
3001,8.0
3002,8.0
3003,-9.0
3004,-1.0
3005,-6.0
3006,22.0
3007,19.0
3008,18.0
3009,16.0
3010,7.0
3011,11.0
3012,-21.0
3013,4.0
3014,2.0
3015,23.0
3016,6.0
3017,5.0
3018,-2.0
3019,-30.0
3020,-16.0
3021,-4.0
3022,-5.0
3023,33.0
3024,12.0
3025,7.0
3026,3.0
3027,-20.0
3028,2.0
3029,6.0
3030,27.0
3031,3.0
3032,3.0
3033,2.0
3034,24.0
3035,17.0
3036,-38.0
3037,17.0
3038,3.0
3039,-4.0
3040,10.0
3041,-24.0
3042,-11.0
3043,-9.0
3044,-7.0
3045,-11.0
3046,-29.0
3047,5.0
3048,-6.0
3049,3.0
3050,6.0
3051,-30.0
3052,-17.0
3053,-10.0
3054,-9.0
3055,21.0
3056,-10.0
3057,-22.0
3058,21.0
3059,18.0
3060,1.0
3061,5.0
3062,-10.0
3063,3.0
3064,-13.0
3065,-25.0
3066,-18.0
3067,8.0
3068,1.0
3069,-12.0
3070,8.0
3071,-8.0
3072,-4.0
3073,10.0
3074,-3.0
3075,14.0
3076,-26.0
3077,5.0
3078,9.0
3079,-12.0
3080,-8.0
3081,42.0
3082,5.0
3083,-13.0
3084,10.0
3085,2.0
3086,-21.0
3087,13.0
3088,-4.0
3089,-7.0
3090,-9.0
3091,18.0
3092,7.0
3093,11.0
3094,5.0
3095,-8.0
3096,-2.0
3097,12.0
3098,15.0
3099,-1.0
3100,8.0
3101,-7.0
3102,4.0
3103,34.0
3104,-2.0
3105,7.0
3106,-3.0
3107,-3.0
3108,20.0
3109,17.0
3110,-5.0
3111,28.0
3112,-12.0
3113,-13.0
3114,10.0
3115,-2.0
3116,31.0
3117,-2.0
3118,-1.0
3119,-14.0
3120,-15.0
3121,-21.0
3122,10.0
3123,-5.0
3124,15.0
3125,8.0
3126,-4.0
3127,-9.0
3128,15.0
3129,-5.0
3130,4.0
3131,3.0
3132,3.0
3133,-1.0
3134,-6.0
3135,-12.0
3136,36.0
3137,-24.0
3138,14.0
3139,-2.0
3140,33.0
3141,-1.0
3142,-8.0
3143,-11.0
3144,22.0
3145,22.0
3146,-2.0
3147,-8.0
3148,-20.0
3149,7.0
3150,-21.0
3151,31.0
3152,-5.0
3153,9.0
3154,14.0
3155,1.0
3156,10.0
3157,-3.0
3158,-22.0
3159,-16.0
3160,-19.0
3161,19.0
3162,9.0
3163,5.0
3164,8.0
3165,13.0
3166,25.0
3167,-15.0
3168,-11.0
3169,3.0
3170,-13.0
3171,-10.0
3172,-2.0
3173,2.0
3174,14.0
3175,-4.0
3176,-6.0
3177,-21.0
3178,6.0
3179,25.0
3180,-13.0
3181,-3.0
3182,-6.0
3183,11.0
3184,10.0
3185,18.0
3186,12.0
3187,10.0
3188,13.0
3189,-6.0
3190,3.0
3191,8.0
3192,2.0
3193,-11.0
3194,12.0
3195,-5.0
3196,-3.0
3197,-15.0
3198,13.0
3199,23.0
3200,-6.0
3201,-5.0
3202,-10.0
3203,-3.0
3204,-11.0
3205,-9.0
3206,-10.0
3207,-22.0
3208,-6.0
3209,-3.0
3210,8.0
3211,-7.0
3212,-9.0
3213,15.0
3214,-15.0
3215,-1.0
3216,23.0
3217,-2.0
3218,2.0
3219,-3.0
3220,2.0
3221,-11.0
3222,4.0
3223,-18.0
3224,-14.0
3225,-12.0
3226,14.0
3227,34.0
3228,9.0
3229,10.0
3230,43.0
3231,-15.0
3232,3.0
3233,12.0
3234,-20.0
3235,-4.0
3236,2.0
3237,-28.0
3238,2.0
3239,-14.0
3240,9.0
3241,12.0
3242,-8.0
3243,-25.0
3244,37.0
3245,-8.0
3246,-8.0
3247,-9.0
3248,13.0
3249,15.0
3250,23.0
3251,5.0
3252,-19.0
3253,27.0
3254,-13.0
3255,-12.0
3256,-12.0
3257,15.0
3258,-7.0
3259,10.0
3260,24.0
3261,8.0
3262,8.0
3263,4.0
3264,8.0
3265,17.0
3266,4.0
3267,-38.0
3268,-6.0
3269,-14.0
3270,13.0
3271,26.0
3272,6.0
3273,-1.0
3274,6.0
3275,-4.0
3276,-4.0
3277,1.0
3278,-13.0
3279,-12.0
3280,18.0
3281,-13.0
3282,-15.0
3283,-3.0
3284,6.0
3285,-13.0
3286,27.0
3287,-8.0
3288,-8.0
3289,22.0
3290,3.0
3291,18.0
3292,9.0
3293,-9.0
3294,3.0
3295,3.0
3296,-17.0
3297,-9.0
3298,-5.0
3299,2.0
3300,5.0
3301,-7.0
3302,4.0
3303,8.0
3304,29.0
3305,13.0
3306,7.0
3307,11.0
3308,-22.0
3309,15.0
3310,14.0
3311,15.0
3312,-15.0
3313,-10.0
3314,16.0
3315,9.0
3316,-9.0
3317,-6.0
3318,-19.0
3319,-10.0
3320,34.0
3321,-3.0
3322,-4.0
3323,-2.0
3324,11.0
3325,6.0
3326,8.0
3327,-4.0
3328,-8.0
3329,-11.0
3330,10.0
3331,2.0
3332,-8.0
3333,8.0
3334,4.0
3335,-2.0
3336,16.0
3337,4.0
3338,2.0
3339,-20.0
3340,16.0
3341,23.0
3342,6.0
3343,15.0
3344,-10.0
3345,5.0
3346,-13.0
3347,7.0
3348,9.0
3349,-4.0
3350,-2.0
3351,2.0
3352,-18.0
3353,11.0
3354,-7.0
3355,-11.0
3356,25.0
3357,-3.0
3358,7.0
3359,-4.0
3360,-5.0
3361,-4.0
3362,-21.0
3363,5.0
3364,14.0
3365,-7.0
3366,6.0
3367,-15.0
3368,-7.0
3369,-8.0
3370,2.0
3371,-5.0
3372,-5.0
3373,15.0
3374,7.0
3375,-14.0
3376,11.0
3377,21.0
3378,3.0
3379,-4.0
3380,-13.0
3381,9.0
3382,7.0
3383,-31.0
3384,6.0
3385,18.0
3386,-5.0
3387,-11.0
3388,16.0
3389,-3.0
3390,7.0
3391,5.0
3392,6.0
3393,-5.0
3394,10.0
3395,16.0
3396,-24.0
3397,-2.0
3398,5.0
3399,14.0
3400,-9.0
3401,3.0
3402,-13.0
3403,-9.0
3404,-1.0
3405,9.0
3406,-11.0
3407,-3.0
3408,-20.0
3409,3.0
3410,12.0
3411,-5.0
3412,9.0
3413,-6.0
3414,2.0
3415,17.0
3416,4.0
3417,-12.0
3418,6.0
3419,19.0
3420,-23.0
3421,-5.0
3422,-6.0
3423,-14.0
3424,6.0
3425,25.0
3426,10.0
3427,10.0
3428,-2.0
3429,-15.0
3430,-17.0
3431,-8.0
3432,-6.0
3433,-7.0
3434,19.0
3435,3.0
3436,-39.0
3437,-8.0
3438,7.0
3439,4.0
3440,21.0
3441,-1.0
3442,-9.0
3443,-5.0
3444,-15.0
3445,-16.0
3446,-9.0
3447,13.0
3448,7.0
3449,-13.0
3450,2.0
3451,-23.0
3452,-39.0
3453,16.0
3454,2.0
3455,-5.0
3456,-8.0
3457,-20.0
3458,6.0
3459,15.0
3460,6.0
3461,-8.0
3462,-14.0
3463,10.0
3464,12.0
3465,3.0
3466,-9.0
3467,17.0
3468,-1.0
3469,1.0
3470,-16.0
3471,11.0
3472,23.0
3473,-3.0
3474,8.0
3475,-3.0
3476,47.0
3477,12.0
3478,-2.0
3479,10.0
3480,29.0
3481,9.0
3482,6.0
3483,4.0
3484,-30.0
3485,6.0
3486,14.0
3487,4.0
3488,-10.0
3489,-3.0
3490,28.0
3491,-6.0
3492,-10.0
3493,-11.0
3494,39.0
3495,-11.0
3496,-2.0
3497,17.0
3498,9.0
3499,-12.0
3500,-18.0
3501,6.0
3502,17.0
3503,-3.0
3504,-2.0
3505,11.0
3506,16.0
3507,-20.0
3508,27.0
3509,2.0
3510,46.0
3511,12.0
3512,9.0
3513,28.0
3514,-14.0
3515,3.0
3516,-9.0
3517,-29.0
3518,4.0
3519,19.0
3520,-8.0
3521,21.0
3522,-10.0
3523,-16.0
3524,-5.0
3525,-8.0
3526,17.0
3527,-10.0
3528,12.0
3529,-9.0
3530,12.0
3531,-13.0
3532,-20.0
3533,5.0
3534,8.0
3535,-10.0
3536,4.0
3537,-30.0
3538,8.0
3539,-5.0
3540,22.0
3541,4.0
3542,10.0
3543,7.0
3544,-18.0
3545,7.0
3546,-7.0
3547,19.0
3548,6.0
3549,15.0
3550,-4.0
3551,7.0
3552,12.0
3553,21.0
3554,-8.0
3555,11.0
3556,-11.0
3557,-1.0
3558,9.0
3559,11.0
3560,12.0
3561,-4.0
3562,7.0
3563,-12.0
3564,25.0
3565,-1.0
3566,5.0
3567,7.0
3568,-7.0
3569,-1.0
3570,-41.0
3571,6.0
3572,-16.0
3573,-16.0
3574,-3.0
3575,-7.0
3576,1.0
3577,27.0
3578,-5.0
3579,-9.0
3580,20.0
3581,12.0
3582,1.0
3583,5.0
3584,-9.0
3585,7.0
3586,36.0
3587,8.0
3588,3.0
3589,2.0
3590,-6.0
3591,11.0
3592,8.0
3593,-10.0
3594,8.0
3595,16.0
3596,41.0
3597,1.0
3598,-7.0
3599,6.0
3600,-14.0
3601,-3.0
3602,17.0
3603,-12.0
3604,15.0
3605,28.0
3606,27.0
3607,-12.0
3608,-5.0
3609,-9.0
3610,-8.0
3611,-8.0
3612,22.0
3613,31.0
3614,14.0
3615,4.0
3616,3.0
3617,5.0
3618,8.0
3619,21.0
3620,27.0
3621,12.0
3622,-7.0
3623,-13.0
3624,-19.0
3625,6.0
3626,21.0
3627,23.0
3628,24.0
3629,-16.0
3630,17.0
3631,-13.0
3632,15.0
3633,7.0
3634,28.0
3635,-12.0
3636,-4.0
3637,-8.0
3638,-6.0
3639,14.0
3640,10.0
3641,15.0
3642,6.0
3643,-21.0
3644,9.0
3645,10.0
3646,-21.0
3647,7.0
3648,13.0
3649,-20.0
3650,5.0
3651,11.0
3652,-14.0
3653,16.0
3654,-8.0
3655,8.0
3656,20.0
3657,-29.0
3658,-15.0
3659,21.0
3660,1.0
3661,-4.0
3662,-10.0
3663,-9.0
3664,7.0
3665,-4.0
3666,19.0
3667,13.0
3668,-15.0
3669,5.0
3670,15.0
3671,10.0
3672,5.0
3673,-10.0
3674,-12.0
3675,-9.0
3676,17.0
3677,-13.0
3678,-13.0
3679,-11.0
3680,-6.0
3681,-5.0
3682,-17.0
3683,-7.0
3684,-7.0
3685,29.0
3686,-4.0
3687,-11.0
3688,-12.0
3689,-15.0
3690,-8.0
3691,21.0
3692,-6.0
3693,12.0
3694,7.0
3695,24.0
3696,5.0
3697,-8.0
3698,7.0
3699,16.0
3700,-25.0
3701,-4.0
3702,-33.0
3703,-3.0
3704,6.0
3705,-5.0
3706,-6.0
3707,-23.0
3708,-20.0
3709,5.0
3710,-5.0
3711,-10.0
3712,13.0
3713,32.0
3714,-7.0
3715,-2.0
3716,30.0
3717,5.0
3718,5.0
3719,-8.0
3720,-3.0
3721,-20.0
3722,-4.0
3723,-33.0
3724,-3.0
3725,2.0
3726,-10.0
3727,-9.0
3728,14.0
3729,13.0
3730,22.0
3731,2.0
3732,11.0
3733,29.0
3734,4.0
3735,-7.0
3736,-1.0
3737,8.0
3738,-23.0
3739,5.0
3740,6.0
3741,-3.0
3742,27.0
3743,-13.0
3744,11.0
3745,6.0
3746,9.0
3747,-5.0
3748,-9.0
3749,14.0
3750,-10.0
3751,-4.0
3752,-1.0
3753,13.0
3754,-11.0
3755,11.0
3756,26.0
3757,-27.0
3758,25.0
3759,-7.0
3760,6.0
3761,12.0
3762,-13.0
3763,3.0
3764,-2.0
3765,29.0
3766,3.0
3767,-11.0
3768,22.0
3769,-1.0
3770,20.0
3771,10.0
3772,8.0
3773,30.0
3774,35.0
3775,-9.0
3776,-15.0
3777,18.0
3778,-8.0
3779,-21.0
3780,10.0
3781,-12.0
3782,4.0
3783,-11.0
3784,13.0
3785,4.0
3786,17.0
3787,-15.0
3788,-21.0
3789,9.0
3790,-3.0
3791,11.0
3792,14.0
3793,21.0
3794,-15.0
3795,-2.0
3796,-14.0
3797,34.0
3798,-7.0
3799,-1.0
3800,15.0
3801,24.0
3802,-9.0
3803,-2.0
3804,-2.0
3805,-8.0
3806,7.0
3807,-11.0
3808,30.0
3809,-11.0
3810,12.0
3811,7.0
3812,5.0
3813,-8.0
3814,-2.0
3815,8.0
3816,22.0
3817,13.0
3818,3.0
3819,11.0
3820,-15.0
3821,-7.0
3822,7.0
3823,-26.0
3824,-19.0
3825,-13.0
3826,5.0
3827,-15.0
3828,14.0
3829,-7.0
3830,-3.0
3831,9.0
3832,-7.0
3833,-2.0
3834,3.0
3835,20.0
3836,-19.0
3837,10.0
3838,8.0
3839,10.0
3840,-3.0
3841,-8.0
3842,8.0
3843,-4.0
3844,15.0
3845,12.0
3846,-6.0
3847,5.0
3848,14.0
3849,-21.0
3850,24.0
3851,2.0
3852,10.0
3853,-17.0
3854,18.0
3855,-18.0
3856,20.0
3857,26.0
3858,4.0
3859,5.0
3860,-8.0
3861,18.0
3862,-21.0
3863,7.0
3864,23.0
3865,-6.0
3866,-1.0
3867,13.0
3868,15.0
3869,5.0
3870,13.0
3871,9.0
3872,-16.0
3873,22.0
3874,1.0
3875,-7.0
3876,35.0
3877,10.0
3878,-6.0
3879,11.0
3880,27.0
3881,-20.0
3882,-2.0
3883,-8.0
3884,-13.0
3885,12.0
3886,-2.0
3887,1.0
3888,-26.0
